#id alt q u p
1	77.682	-0.0173518	0.0733333	0.0753582
2	31.843	-0.0208661	-0.0631908	0.0665468
3	70.948	-0.0470964	-0.0359126	0.0592265
4	75.390	0.0502993	0.0140443	0.0522232
5	39.236	0.0262328	-0.0497443	0.0562375
6	51.847	0.0121280	-0.0552722	0.0565872
7	30.805	-0.0033652	-0.0453742	0.0454988
8	69.725	0.0568589	-0.0051675	0.0570933
9	33.298	-0.0144264	-0.0587845	0.0605288
10	77.125	-0.0498379	0.0475818	0.0689046
11	67.785	0.0693667	-0.0138954	0.0707448
12	76.319	0.0365728	0.0548250	0.0659041
13	68.625	-0.0420102	-0.0530298	0.0676536
14	30.647	-0.0064569	-0.0618188	0.0621551
15	47.739	0.0137722	-0.0633238	0.0648042
16	66.184	-0.0317052	-0.0606098	0.0684015
17	30.572	-0.0122735	-0.0593252	0.0605815
18	76.112	-0.0501498	0.0273865	0.0571404
19	44.388	0.0242283	-0.0606692	0.0653281
20	52.430	0.0038053	-0.0650938	0.0652050
21	56.443	-0.0012547	-0.0751078	0.0751183
22	69.654	-0.0356214	-0.0458589	0.0580683
23	48.309	0.0146148	-0.0499580	0.0520518
24	76.663	-0.0515356	0.0355715	0.0626199
25	70.781	-0.0526091	-0.0426099	0.0677002
26	60.475	-0.0157763	-0.0691294	0.0709067
27	45.570	0.0208164	-0.0655955	0.0688192
28	30.799	-0.0118289	-0.0591878	0.0603582
29	77.568	-0.0359234	0.0609404	0.0707405
30	59.899	-0.0197452	-0.0649508	0.0678858
31	44.884	0.0479005	-0.0357619	0.0597777
32	76.919	0.0284563	0.0588938	0.0654083
33	77.579	-0.0063356	0.0789627	0.0792165
34	74.688	-0.0596132	-0.0029331	0.0596853
35	44.351	-0.0215845	-0.0608499	0.0645647
36	47.886	0.0119087	-0.0645196	0.0656094
37	45.112	0.0178875	-0.0632318	0.0657131
38	77.454	-0.0410157	0.0578370	0.0709042
39	44.131	-0.0538939	-0.0337794	0.0636050
40	70.645	0.0626442	-0.0007110	0.0626482
41	76.428	-0.0550352	0.0279195	0.0617120
42	44.660	0.0542939	0.0120437	0.0556136
43	43.869	0.0165025	-0.0571772	0.0595110
44	59.661	-0.0084193	-0.0592384	0.0598337
45	72.762	-0.0584568	-0.0226736	0.0627000
46	75.953	-0.0577342	0.0183105	0.0605682
47	75.806	-0.0576238	0.0158182	0.0597555
48	77.638	0.0186329	0.0564656	0.0594605
49	67.467	0.0569236	-0.0242264	0.0618645
50	55.138	0.0016576	-0.0699341	0.0699538
51	75.694	0.0459060	0.0403422	0.0611135
52	73.773	-0.0517462	-0.0120442	0.0531294
53	57.165	0.0354178	-0.0499061	0.0611968
54	63.739	0.0283354	-0.0447563	0.0529719
55	66.310	-0.0236475	-0.0540764	0.0590208
56	42.619	0.0191063	-0.0544261	0.0576823
57	63.488	-0.0157397	-0.0567071	0.0588509
58	72.281	0.0407447	-0.0215661	0.0461002
59	76.645	0.0339803	0.0525431	0.0625734
60	62.679	-0.0191739	-0.0592133	0.0622403
61	73.091	0.0442766	-0.0127165	0.0460665
62	60.063	0.0380188	-0.0439828	0.0581370
63	44.615	0.0204469	-0.0575599	0.0610837
64	63.661	0.0443010	-0.0365186	0.0574124
65	30.508	-0.0091220	-0.0535919	0.0543627
66	74.275	-0.0527453	-0.0118742	0.0540653
67	30.505	-0.0102641	-0.0540397	0.0550058
68	62.512	-0.0190016	-0.0574168	0.0604793
69	68.703	-0.0333593	-0.0422528	0.0538344
70	52.677	0.0013515	-0.0582925	0.0583082
71	77.616	-0.0212319	0.0474247	0.0519605
72	45.977	0.0091501	-0.0524413	0.0532336
73	34.996	-0.0037066	-0.0571269	0.0572470
74	39.185	0.0030975	-0.0587831	0.0588647
75	44.756	0.0075441	-0.0535513	0.0540801
76	44.926	0.0132225	-0.0608535	0.0622735
77	38.542	-0.0007138	-0.0531937	0.0531985
78	70.431	0.0399573	-0.0282847	0.0489552
79	72.637	0.0388701	-0.0178542	0.0427745
80	76.546	0.0385159	0.0176191	0.0423546
81	77.545	-0.0065503	0.0599033	0.0602604
82	74.784	-0.0432730	0.0105028	0.0445294
83	74.280	0.0385720	-0.0099899	0.0398447
84	74.647	0.0352305	-0.0040377	0.0354611
85	72.833	0.0427466	-0.0149814	0.0452959
86	65.216	0.0254363	-0.0438654	0.0507068
87	64.500	0.0246753	-0.0462238	0.0523976
88	77.525	-0.0092720	0.0559532	0.0567162
89	76.022	0.0300075	0.0077184	0.0309842
90	76.939	0.0319433	0.0286587	0.0429150
91	77.326	-0.0192406	0.0474121	0.0511675
92	75.660	0.0344950	0.0060711	0.0350252
93	77.549	-0.0105117	0.0447448	0.0459629
94	72.641	-0.0428554	-0.0089880	0.0437878
95	72.910	-0.0472135	-0.0042101	0.0474009
96	77.689	0.0033192	0.0376774	0.0378233
97	69.713	-0.0426863	-0.0254866	0.0497161
98	74.464	0.0383545	-0.0073384	0.0390502
99	74.378	0.0424344	-0.0030124	0.0425412
100	72.269	-0.0502700	-0.0095747	0.0511737
